January 2, 2012; New York Times; 1374 words; Campaigns/Elections/Politics
February 8, 2012; CNN John King, USA; 92 word equivalents; Campaigns/Elections/Politics
February 20, 2012; CNN John King, USA; 172 word equivalents; Campaigns/Elections/Politics
March 7, 2012; CNN John King, USA; 612 word equivalents; Campaigns/Elections/Politics
March 13, 2012; CNN John King, USA; 352 word equivalents; Campaigns/Elections/Politics
March 13, 2012; CNN John King, USA; 232 word equivalents; U.S. Foreign Affairs
March 13, 2012; CNN John King, USA; 247 word equivalents; Campaigns/Elections/Politics
March 19, 2012; CNN John King, USA; 439 word equivalents; Campaigns/Elections/Politics
March 19, 2012; CNN John King, USA; 395 word equivalents; Campaigns/Elections/Politics
March 19, 2012; CNN John King, USA; 510 word equivalents; Campaigns/Elections/Politics
March 23, 2012; CNN John King, USA; 40 word equivalents; Campaigns/Elections/Politics
March 23, 2012; CNN John King, USA; 455 word equivalents; Campaigns/Elections/Politics
March 29, 2012; CNN John King, USA; 212 word equivalents; Campaigns/Elections/Politics
March 29, 2012; CNN John King, USA; 622 word equivalents; Campaigns/Elections/Politics
April 4, 2012; CNN John King, USA; 347 word equivalents; Campaigns/Elections/Politics
April 10, 2012; CNN John King, USA; 457 word equivalents; Campaigns/Elections/Politics
April 10, 2012; CNN John King, USA; 270 word equivalents; Campaigns/Elections/Politics
April 10, 2012; CNN John King, USA; 302 word equivalents; Campaigns/Elections/Politics
April 20, 2012; CNN John King, USA; 585 word equivalents; Campaigns/Elections/Politics
May 2, 2012; CNN John King, USA; 117 word equivalents; Campaigns/Elections/Politics
May 2, 2012; CNN John King, USA; 25 word equivalents; Campaigns/Elections/Politics
May 14, 2012; CNN John King, USA; 455 word equivalents; Campaigns/Elections/Politics
May 14, 2012; CNN John King, USA; 222 word equivalents; Campaigns/Elections/Politics
May 14, 2012; CNN John King, USA; 940 word equivalents; Campaigns/Elections/Politics
May 18, 2012; CNN John King, USA; 270 word equivalents; Campaigns/Elections/Politics
May 18, 2012; CNN John King, USA; 735 word equivalents; Campaigns/Elections/Politics
May 24, 2012; CNN John King, USA; 92 word equivalents; Campaigns/Elections/Politics
May 24, 2012; CNN John King, USA; 360 word equivalents; Campaigns/Elections/Politics
May 24, 2012; CNN John King, USA; 325 word equivalents; Campaigns/Elections/Politics
May 30, 2012; CNN John King, USA; 515 word equivalents; Campaigns/Elections/Politics
May 30, 2012; CNN John King, USA; 645 word equivalents; Health/Medicine
January 10, 2012; CNN Erin Burnett Outfront; 185 word equivalents; Campaigns/Elections/Politics
January 10, 2012; CNN Erin Burnett Outfront; 90 word equivalents; Campaigns/Elections/Politics
January 12, 2012; CNN Erin Burnett Outfront; 342 word equivalents; Campaigns/Elections/Politics
January 12, 2012; CNN Erin Burnett Outfront; 935 word equivalents; Campaigns/Elections/Politics
January 16, 2012; CNN Erin Burnett Outfront; 282 word equivalents; Campaigns/Elections/Politics
January 18, 2012; CNN Erin Burnett Outfront; 430 word equivalents; Campaigns/Elections/Politics
January 18, 2012; CNN Erin Burnett Outfront; 975 word equivalents; Campaigns/Elections/Politics
January 20, 2012; CNN Erin Burnett Outfront; 157 word equivalents; Campaigns/Elections/Politics
January 20, 2012; CNN Erin Burnett Outfront; 177 word equivalents; Campaigns/Elections/Politics
January 24, 2012; CNN Erin Burnett Outfront; 470 word equivalents; Campaigns/Elections/Politics
January 24, 2012; CNN Erin Burnett Outfront; 907 word equivalents; Campaigns/Elections/Politics
January 24, 2012; CNN Erin Burnett Outfront; 90 word equivalents; Campaigns/Elections/Politics
January 26, 2012; CNN Erin Burnett Outfront; 252 word equivalents; Campaigns/Elections/Politics
February 15, 2012; CNN Erin Burnett Outfront; 242 word equivalents; Campaigns/Elections/Politics
March 8, 2012; CNN Erin Burnett Outfront; 185 word equivalents; Campaigns/Elections/Politics
March 14, 2012; CNN Erin Burnett Outfront; 645 word equivalents; Campaigns/Elections/Politics
March 16, 2012; CNN Erin Burnett Outfront; 1030 word equivalents; Race/Gender/Gay Issues
March 20, 2012; CNN Erin Burnett Outfront; 347 word equivalents; Campaigns/Elections/Politics
March 20, 2012; CNN Erin Burnett Outfront; 502 word equivalents; Campaigns/Elections/Politics
March 20, 2012; CNN Erin Burnett Outfront; 219 word equivalents; Campaigns/Elections/Politics
April 9, 2012; CNN Erin Burnett Outfront; 532 word equivalents; Campaigns/Elections/Politics
April 9, 2012; CNN Erin Burnett Outfront; 160 word equivalents; Campaigns/Elections/Politics
April 13, 2012; CNN Erin Burnett Outfront; 160 word equivalents; Campaigns/Elections/Politics
April 17, 2012; CNN Erin Burnett Outfront; 364 word equivalents; Campaigns/Elections/Politics
April 23, 2012; CNN Erin Burnett Outfront; 787 word equivalents; Campaigns/Elections/Politics
May 3, 2012; CNN Erin Burnett Outfront; 702 word equivalents; Campaigns/Elections/Politics
May 3, 2012; CNN Erin Burnett Outfront; 147 word equivalents; Campaigns/Elections/Politics
May 9, 2012; CNN Erin Burnett Outfront; 245 word equivalents; Campaigns/Elections/Politics
May 11, 2012; CNN Erin Burnett Outfront; 879 word equivalents; Campaigns/Elections/Politics
May 17, 2012; CNN Erin Burnett Outfront; 792 word equivalents; Campaigns/Elections/Politics
May 21, 2012; CNN Erin Burnett Outfront; 597 word equivalents; Campaigns/Elections/Politics
May 23, 2012; CNN Erin Burnett Outfront; 777 word equivalents; Campaigns/Elections/Politics
May 25, 2012; CNN Erin Burnett Outfront; 1457 word equivalents; Economy/Economics
May 29, 2012; CNN Erin Burnett Outfront; 962 word equivalents; Campaigns/Elections/Politics
May 31, 2012; CNN Erin Burnett Outfront; 770 word equivalents; Campaigns/Elections/Politics
January 3, 2012; MSNBC unspecified show; 442 word equivalents; Campaigns/Elections/Politics
January 3, 2012; MSNBC unspecified show; 537 word equivalents; Campaigns/Elections/Politics
January 3, 2012; MSNBC unspecified show; 37 word equivalents; Campaigns/Elections/Politics
January 3, 2012; MSNBC unspecified show; 420 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 1410 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 472 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 1225 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 342 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 197 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC unspecified show; 52 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 187 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 510 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 482 word equivalents; Health/Medicine
January 31, 2012; MSNBC unspecified show; 380 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 245 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 362 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 255 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 205 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC unspecified show; 230 word equivalents; Economy/Economics
February 28, 2012; MSNBC unspecified show; 247 word equivalents; Campaigns/Elections/Politics
February 28, 2012; MSNBC unspecified show; 345 word equivalents; Campaigns/Elections/Politics
March 6, 2012; MSNBC unspecified show; 1352 word equivalents; Campaigns/Elections/Politics
March 6, 2012; MSNBC unspecified show; 105 word equivalents; Campaigns/Elections/Politics
March 6, 2012; MSNBC unspecified show; 782 word equivalents; Campaigns/Elections/Politics
January 2, 2012; MSNBC Daytime; 197 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC Daytime; 160 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC Daytime; 145 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC Daytime; 167 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC Daytime; 262 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC Daytime; 775 word equivalents; Campaigns/Elections/Politics
January 10, 2012; MSNBC Daytime; 442 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC Daytime; 155 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC Daytime; 465 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC Daytime; 432 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC Daytime; 490 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC Daytime; 565 word equivalents; Campaigns/Elections/Politics
January 16, 2012; MSNBC Daytime; 407 word equivalents; Campaigns/Elections/Politics
January 17, 2012; MSNBC Daytime; 132 word equivalents; Campaigns/Elections/Politics
January 17, 2012; MSNBC Daytime; 342 word equivalents; Campaigns/Elections/Politics
January 17, 2012; MSNBC Daytime; 400 word equivalents; Campaigns/Elections/Politics
January 19, 2012; MSNBC Daytime; 347 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Daytime; 175 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Daytime; 717 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Daytime; 265 word equivalents; Campaigns/Elections/Politics
January 23, 2012; MSNBC Daytime; 362 word equivalents; Campaigns/Elections/Politics
January 23, 2012; MSNBC Daytime; 767 word equivalents; Campaigns/Elections/Politics
January 25, 2012; MSNBC Daytime; 140 word equivalents; Campaigns/Elections/Politics
January 25, 2012; MSNBC Daytime; 60 word equivalents; Campaigns/Elections/Politics
January 25, 2012; MSNBC Daytime; 367 word equivalents; Campaigns/Elections/Politics
January 26, 2012; MSNBC Daytime; 177 word equivalents; Campaigns/Elections/Politics
January 26, 2012; MSNBC Daytime; 364 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC Daytime; 970 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC Daytime; 802 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC Daytime; 187 word equivalents; Campaigns/Elections/Politics
January 31, 2012; MSNBC Daytime; 162 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC Daytime; 360 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC Daytime; 439 word equivalents; Campaigns/Elections/Politics
February 3, 2012; MSNBC Daytime; 112 word equivalents; Campaigns/Elections/Politics
February 3, 2012; MSNBC Daytime; 645 word equivalents; Campaigns/Elections/Politics
February 6, 2012; MSNBC Daytime; 45 word equivalents; Campaigns/Elections/Politics
February 9, 2012; MSNBC Daytime; 820 word equivalents; Campaigns/Elections/Politics
February 10, 2012; MSNBC Daytime; 642 word equivalents; Campaigns/Elections/Politics
February 16, 2012; MSNBC Daytime; 155 word equivalents; Campaigns/Elections/Politics
February 16, 2012; MSNBC Daytime; 157 word equivalents; Campaigns/Elections/Politics
February 16, 2012; MSNBC Daytime; 602 word equivalents; Campaigns/Elections/Politics
February 22, 2012; MSNBC Daytime; 552 word equivalents; Campaigns/Elections/Politics
February 22, 2012; MSNBC Daytime; 430 word equivalents; Campaigns/Elections/Politics
February 24, 2012; MSNBC Daytime; 1292 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC Daytime; 1060 word equivalents; Campaigns/Elections/Politics
February 28, 2012; MSNBC Daytime; 155 word equivalents; Campaigns/Elections/Politics
February 28, 2012; MSNBC Daytime; 1400 word equivalents; Campaigns/Elections/Politics
March 1, 2012; MSNBC Daytime; 617 word equivalents; Campaigns/Elections/Politics
March 1, 2012; MSNBC Daytime; 192 word equivalents; Campaigns/Elections/Politics
March 2, 2012; MSNBC Daytime; 140 word equivalents; Campaigns/Elections/Politics
March 2, 2012; MSNBC Daytime; 1042 word equivalents; Campaigns/Elections/Politics
March 5, 2012; MSNBC Daytime; 415 word equivalents; Campaigns/Elections/Politics
March 5, 2012; MSNBC Daytime; 570 word equivalents; Campaigns/Elections/Politics
March 7, 2012; MSNBC Daytime; 1167 word equivalents; Campaigns/Elections/Politics
March 7, 2012; MSNBC Daytime; 990 word equivalents; Campaigns/Elections/Politics
March 8, 2012; MSNBC Daytime; 1112 word equivalents; Campaigns/Elections/Politics
March 14, 2012; MSNBC Daytime; 1227 word equivalents; Campaigns/Elections/Politics
March 20, 2012; MSNBC Daytime; 804 word equivalents; Campaigns/Elections/Politics
March 20, 2012; MSNBC Daytime; 475 word equivalents; Campaigns/Elections/Politics
March 22, 2012; MSNBC Daytime; 895 word equivalents; Campaigns/Elections/Politics
March 28, 2012; MSNBC Daytime; 1100 word equivalents; Campaigns/Elections/Politics
March 29, 2012; MSNBC Daytime; 600 word equivalents; Campaigns/Elections/Politics
March 29, 2012; MSNBC Daytime; 167 word equivalents; Campaigns/Elections/Politics
April 3, 2012; MSNBC Daytime; 780 word equivalents; Campaigns/Elections/Politics
April 10, 2012; MSNBC Daytime; 667 word equivalents; Campaigns/Elections/Politics
April 13, 2012; MSNBC Daytime; 370 word equivalents; Campaigns/Elections/Politics
April 13, 2012; MSNBC Daytime; 530 word equivalents; Additional Domestic Affairs
April 16, 2012; MSNBC Daytime; 967 word equivalents; Campaigns/Elections/Politics
April 16, 2012; MSNBC Daytime; 525 word equivalents; Campaigns/Elections/Politics
April 18, 2012; MSNBC Daytime; 1342 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Daytime; 650 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Daytime; 347 word equivalents; Campaigns/Elections/Politics
April 24, 2012; MSNBC Daytime; 242 word equivalents; Campaigns/Elections/Politics
April 24, 2012; MSNBC Daytime; 457 word equivalents; Campaigns/Elections/Politics
April 24, 2012; MSNBC Daytime; 1030 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Daytime; 515 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Daytime; 352 word equivalents; Campaigns/Elections/Politics
April 30, 2012; MSNBC Daytime; 960 word equivalents; Campaigns/Elections/Politics
May 1, 2012; MSNBC Daytime; 927 word equivalents; Campaigns/Elections/Politics
May 1, 2012; MSNBC Daytime; 1517 word equivalents; Campaigns/Elections/Politics
May 1, 2012; MSNBC Daytime; 227 word equivalents; Campaigns/Elections/Politics
May 3, 2012; MSNBC Daytime; 295 word equivalents; Campaigns/Elections/Politics
May 4, 2012; MSNBC Daytime; 822 word equivalents; Campaigns/Elections/Politics
May 4, 2012; MSNBC Daytime; 400 word equivalents; Campaigns/Elections/Politics
May 9, 2012; MSNBC Daytime; 182 word equivalents; Campaigns/Elections/Politics
May 9, 2012; MSNBC Daytime; 785 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC Daytime; 147 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC Daytime; 1465 word equivalents; Campaigns/Elections/Politics
May 15, 2012; MSNBC Daytime; 665 word equivalents; Campaigns/Elections/Politics
May 16, 2012; MSNBC Daytime; 1427 word equivalents; Campaigns/Elections/Politics
May 18, 2012; MSNBC Daytime; 1227 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC Daytime; 1437 word equivalents; Campaigns/Elections/Politics
May 22, 2012; MSNBC Daytime; 667 word equivalents; Campaigns/Elections/Politics
May 24, 2012; MSNBC Daytime; 957 word equivalents; Campaigns/Elections/Politics
May 24, 2012; MSNBC Daytime; 237 word equivalents; Campaigns/Elections/Politics
May 24, 2012; MSNBC Daytime; 390 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC Daytime; 1200 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC Daytime; 1287 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC Daytime; 219 word equivalents; Campaigns/Elections/Politics
May 25, 2012; MSNBC Daytime; 645 word equivalents; Campaigns/Elections/Politics
May 30, 2012; MSNBC Daytime; 410 word equivalents; Campaigns/Elections/Politics
May 30, 2012; MSNBC Daytime; 460 word equivalents; Campaigns/Elections/Politics
May 30, 2012; MSNBC Daytime; 262 word equivalents; Campaigns/Elections/Politics
May 31, 2012; MSNBC Daytime; 850 word equivalents; Campaigns/Elections/Politics
January 4, 2012; MSNBC Hardball with Chris Matthews; 1195 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Hardball with Chris Matthews; 200 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Hardball with Chris Matthews; 172 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Hardball with Chris Matthews; 1082 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Hardball with Chris Matthews; 150 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC Hardball with Chris Matthews; 815 word equivalents; Campaigns/Elections/Politics
February 1, 2012; MSNBC Hardball with Chris Matthews; 652 word equivalents; Economy/Economics
February 17, 2012; MSNBC Hardball with Chris Matthews; 187 word equivalents; Campaigns/Elections/Politics
February 23, 2012; MSNBC Hardball with Chris Matthews; 182 word equivalents; Campaigns/Elections/Politics
February 23, 2012; MSNBC Hardball with Chris Matthews; 317 word equivalents; Campaigns/Elections/Politics
February 29, 2012; MSNBC Hardball with Chris Matthews; 1152 word equivalents; Campaigns/Elections/Politics
March 12, 2012; MSNBC Hardball with Chris Matthews; 1565 word equivalents; Campaigns/Elections/Politics
March 16, 2012; MSNBC Hardball with Chris Matthews; 1405 word equivalents; Campaigns/Elections/Politics
March 16, 2012; MSNBC Hardball with Chris Matthews; 140 word equivalents; Campaigns/Elections/Politics
March 16, 2012; MSNBC Hardball with Chris Matthews; 147 word equivalents; Campaigns/Elections/Politics
March 22, 2012; MSNBC Hardball with Chris Matthews; 1677 word equivalents; Campaigns/Elections/Politics
March 22, 2012; MSNBC Hardball with Chris Matthews; 1147 word equivalents; Campaigns/Elections/Politics
April 3, 2012; MSNBC Hardball with Chris Matthews; 830 word equivalents; Campaigns/Elections/Politics
April 9, 2012; MSNBC Hardball with Chris Matthews; 235 word equivalents; Campaigns/Elections/Politics
April 9, 2012; MSNBC Hardball with Chris Matthews; 1225 word equivalents; Campaigns/Elections/Politics
April 9, 2012; MSNBC Hardball with Chris Matthews; 152 word equivalents; Campaigns/Elections/Politics
April 9, 2012; MSNBC Hardball with Chris Matthews; 135 word equivalents; Campaigns/Elections/Politics
April 13, 2012; MSNBC Hardball with Chris Matthews; 332 word equivalents; Campaigns/Elections/Politics
April 13, 2012; MSNBC Hardball with Chris Matthews; 892 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Hardball with Chris Matthews; 1592 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Hardball with Chris Matthews; 150 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Hardball with Chris Matthews; 1522 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Hardball with Chris Matthews; 1250 word equivalents; Campaigns/Elections/Politics
May 23, 2012; MSNBC Hardball with Chris Matthews; 1462 word equivalents; Campaigns/Elections/Politics
May 23, 2012; MSNBC Hardball with Chris Matthews; 1662 word equivalents; Campaigns/Elections/Politics
May 23, 2012; MSNBC Hardball with Chris Matthews; 165 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC Hardball with Chris Matthews; 1975 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC Hardball with Chris Matthews; 1087 word equivalents; Campaigns/Elections/Politics
May 29, 2012; MSNBC Hardball with Chris Matthews; 200 word equivalents; Campaigns/Elections/Politics
January 2, 2012; MSNBC Rachel Maddow Show; 432 word equivalents; Campaigns/Elections/Politics
January 4, 2012; MSNBC Rachel Maddow Show; 662 word equivalents; Campaigns/Elections/Politics
January 6, 2012; MSNBC Rachel Maddow Show; 122 word equivalents; Campaigns/Elections/Politics
January 6, 2012; MSNBC Rachel Maddow Show; 512 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC Rachel Maddow Show; 1095 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC Rachel Maddow Show; 267 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC Rachel Maddow Show; 277 word equivalents; Campaigns/Elections/Politics
January 12, 2012; MSNBC Rachel Maddow Show; 654 word equivalents; Campaigns/Elections/Politics
January 18, 2012; MSNBC Rachel Maddow Show; 1232 word equivalents; Campaigns/Elections/Politics
January 20, 2012; MSNBC Rachel Maddow Show; 1742 word equivalents; Campaigns/Elections/Politics
January 26, 2012; MSNBC Rachel Maddow Show; 652 word equivalents; Business
January 26, 2012; MSNBC Rachel Maddow Show; 62 word equivalents; Business
January 26, 2012; MSNBC Rachel Maddow Show; 865 word equivalents; Race/Gender/Gay Issues
January 26, 2012; MSNBC Rachel Maddow Show; 680 word equivalents; Race/Gender/Gay Issues
January 30, 2012; MSNBC Rachel Maddow Show; 285 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC Rachel Maddow Show; 627 word equivalents; Campaigns/Elections/Politics
January 30, 2012; MSNBC Rachel Maddow Show; 670 word equivalents; Campaigns/Elections/Politics
February 3, 2012; MSNBC Rachel Maddow Show; 1017 word equivalents; Campaigns/Elections/Politics
February 3, 2012; MSNBC Rachel Maddow Show; 765 word equivalents; Campaigns/Elections/Politics
February 3, 2012; MSNBC Rachel Maddow Show; 647 word equivalents; Campaigns/Elections/Politics
February 7, 2012; MSNBC Rachel Maddow Show; 290 word equivalents; Campaigns/Elections/Politics
February 13, 2012; MSNBC Rachel Maddow Show; 1045 word equivalents; Economy/Economics
February 13, 2012; MSNBC Rachel Maddow Show; 555 word equivalents; Campaigns/Elections/Politics
February 13, 2012; MSNBC Rachel Maddow Show; 497 word equivalents; Campaigns/Elections/Politics
February 15, 2012; MSNBC Rachel Maddow Show; 1815 word equivalents; Campaigns/Elections/Politics
February 15, 2012; MSNBC Rachel Maddow Show; 250 word equivalents; Campaigns/Elections/Politics
February 17, 2012; MSNBC Rachel Maddow Show; 1572 word equivalents; Campaigns/Elections/Politics
February 17, 2012; MSNBC Rachel Maddow Show; 530 word equivalents; Campaigns/Elections/Politics
February 17, 2012; MSNBC Rachel Maddow Show; 210 word equivalents; Campaigns/Elections/Politics
February 21, 2012; MSNBC Rachel Maddow Show; 654 word equivalents; Campaigns/Elections/Politics
February 21, 2012; MSNBC Rachel Maddow Show; 270 word equivalents; Campaigns/Elections/Politics
February 23, 2012; MSNBC Rachel Maddow Show; 1242 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC Rachel Maddow Show; 1242 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC Rachel Maddow Show; 535 word equivalents; Campaigns/Elections/Politics
February 27, 2012; MSNBC Rachel Maddow Show; 842 word equivalents; Campaigns/Elections/Politics
March 14, 2012; MSNBC Rachel Maddow Show; 1122 word equivalents; Campaigns/Elections/Politics
March 16, 2012; MSNBC Rachel Maddow Show; 335 word equivalents; Campaigns/Elections/Politics
March 20, 2012; MSNBC Rachel Maddow Show; 219 word equivalents; Campaigns/Elections/Politics
March 20, 2012; MSNBC Rachel Maddow Show; 175 word equivalents; Campaigns/Elections/Politics
March 20, 2012; MSNBC Rachel Maddow Show; 1687 word equivalents; Campaigns/Elections/Politics
March 22, 2012; MSNBC Rachel Maddow Show; 1395 word equivalents; Campaigns/Elections/Politics
March 22, 2012; MSNBC Rachel Maddow Show; 750 word equivalents; Campaigns/Elections/Politics
March 28, 2012; MSNBC Rachel Maddow Show; 772 word equivalents; Campaigns/Elections/Politics
March 28, 2012; MSNBC Rachel Maddow Show; 1055 word equivalents; Campaigns/Elections/Politics
March 28, 2012; MSNBC Rachel Maddow Show; 572 word equivalents; Campaigns/Elections/Politics
March 28, 2012; MSNBC Rachel Maddow Show; 1060 word equivalents; Campaigns/Elections/Politics
March 30, 2012; MSNBC Rachel Maddow Show; 797 word equivalents; Campaigns/Elections/Politics
March 30, 2012; MSNBC Rachel Maddow Show; 592 word equivalents; Campaigns/Elections/Politics
April 3, 2012; MSNBC Rachel Maddow Show; 770 word equivalents; Campaigns/Elections/Politics
April 3, 2012; MSNBC Rachel Maddow Show; 965 word equivalents; Campaigns/Elections/Politics
April 3, 2012; MSNBC Rachel Maddow Show; 397 word equivalents; Campaigns/Elections/Politics
April 5, 2012; MSNBC Rachel Maddow Show; 357 word equivalents; Campaigns/Elections/Politics
April 13, 2012; MSNBC Rachel Maddow Show; 665 word equivalents; Campaigns/Elections/Politics
April 17, 2012; MSNBC Rachel Maddow Show; 2192 word equivalents; Campaigns/Elections/Politics
April 17, 2012; MSNBC Rachel Maddow Show; 790 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Rachel Maddow Show; 1252 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Rachel Maddow Show; 560 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Rachel Maddow Show; 347 word equivalents; Campaigns/Elections/Politics
April 19, 2012; MSNBC Rachel Maddow Show; 265 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Rachel Maddow Show; 1960 word equivalents; Campaigns/Elections/Politics
April 25, 2012; MSNBC Rachel Maddow Show; 560 word equivalents; Campaigns/Elections/Politics
May 1, 2012; MSNBC Rachel Maddow Show; 867 word equivalents; Campaigns/Elections/Politics
May 21, 2012; MSNBC Rachel Maddow Show; 485 word equivalents; Campaigns/Elections/Politics
May 21, 2012; MSNBC Rachel Maddow Show; 950 word equivalents; Campaigns/Elections/Politics
May 23, 2012; MSNBC Rachel Maddow Show; 552 word equivalents; Campaigns/Elections/Politics
May 23, 2012; MSNBC Rachel Maddow Show; 1127 word equivalents; Campaigns/Elections/Politics
May 31, 2012; MSNBC Rachel Maddow Show; 2840 word equivalents; Campaigns/Elections/Politics
May 31, 2012; MSNBC Rachel Maddow Show; 837 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC The Ed Show; 1090 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC The Ed Show; 812 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC The Ed Show; 125 word equivalents; Campaigns/Elections/Politics
January 5, 2012; MSNBC The Ed Show; 315 word equivalents; Campaigns/Elections/Politics
January 9, 2012; MSNBC The Ed Show; 1050 word equivalents; Business
January 9, 2012; MSNBC The Ed Show; 902 word equivalents; Economy/Economics
January 9, 2012; MSNBC The Ed Show; 155 word equivalents; Campaigns/Elections/Politics
January 9, 2012; MSNBC The Ed Show; 772 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC The Ed Show; 1210 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC The Ed Show; 815 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC The Ed Show; 240 word equivalents; Campaigns/Elections/Politics
January 11, 2012; MSNBC The Ed Show; 595 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC The Ed Show; 762 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC The Ed Show; 615 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC The Ed Show; 472 word equivalents; Campaigns/Elections/Politics
January 13, 2012; MSNBC The Ed Show; 385 word equivalents; Campaigns/Elections/Politics
January 17, 2012; MSNBC The Ed Show; 290 word equivalents; Campaigns/Elections/Politics
January 17, 2012; MSNBC The Ed Show; 692 word equivalents; Campaigns/Elections/Politics
January 19, 2012; MSNBC The Ed Show; 625 word equivalents; Campaigns/Elections/Politics
January 19, 2012; MSNBC The Ed Show; 265 word equivalents; Campaigns/Elections/Politics
January 19, 2012; MSNBC The Ed Show; 205 word equivalents; Campaigns/Elections/Politics
January 23, 2012; MSNBC The Ed Show; 990 word equivalents; Campaigns/Elections/Politics
January 23, 2012; MSNBC The Ed Show; 555 word equivalents; Campaigns/Elections/Politics
January 23, 2012; MSNBC The Ed Show; 755 word equivalents; Campaigns/Elections/Politics
